"1,0";"30,04,2020";"Балаклавский";"060000975";"Съезд с дороги";"Орлиное-Тыловое";"3";"400";"с Тыловое  ";"0,0";"1,0";"1,0";"1,0";
"3,0";"30,04,2020";"Гагаринский";"060000964";"Наезд на пешехода";"";"0";"0";"г Севастополь  ";"0,0";"1,0";"1,0";"2,0";
"4,0";"29,04,2020";"Гагаринский";"060000962";"Наезд на пешехода";"";"0";"0";"г Севастополь  ";"0,0";"1,0";"1,0";"2,0";
"5,0";"28,04,2020";"Гагаринский";"060000951";"Наезд на пешехода";"";"0";"0";"г Севастополь пр-кт Октябрьской революции 33";"0,0";"1,0";"1,0";"2,0";
"6,0";"26,04,2020";"Нахимовский";"060000935";"Столкновение";"";"0";"0";"г Севастополь ул Горпищенко 29";"0,0";"1,0";"2,0";"2,0";
"7,0";"26,04,2020";"Балаклавский";"060000933";"Наезд на препятствие";"Севастополь-Инкерман";"9";"700";"г Севастополь  ";"0,0";"1,0";"1,0";"1,0";
"8,0";"23,04,2020";"Нахимовский";"060000924";"Столкновение";"";"0";"0";"г Севастополь ул Рассветная 65";"0,0";"1,0";"2,0";"3,0";
"9,0";"22,04,2020";"Гагаринский";"060000930";"Наезд на велосипедиста";"";"0";"0";"г Севастополь пр-кт Героев Сталинграда 36А";"0,0";"1,0";"2,0";"2,0";
"10,0";"22,04,2020";"Гагаринский";"060000917";"Наезд на пешехода";"";"0";"0";"г Севастополь ул Вакуленчука 25 Б";"0,0";"1,0";"1,0";"2,0";
"11,0";"20,04,2020";"Гагаринский";"060000899";"Наезд на пешехода";"";"0";"0";"г Севастополь ул Дмитрия Ульянова 2А";"0,0";"1,0";"1,0";"2,0";
"12,0";"20,04,2020";"Балаклавский";"060000894";"Опрокидывание";"Танковое-Оборонное";"14";"0";"г Севастополь ул Балаклавская 11";"0,0";"1,0";"1,0";"2,0";
"13,0";"20,04,2020";"Гагаринский";"060000905";"Столкновение";"Севастополь-порт Камышовая бухта";"5";"980";"г Севастополь  ";"0,0";"1,0";"2,0";"2,0";
"14,0";"16,04,2020";"Балаклавский";"060000874";"Съезд с дороги";"";"73";"850";"г Севастополь  ";"0,0";"1,0";"1,0";"1,0";
"15,0";"13,04,2020";"Балаклавский";"060000849";"Опрокидывание";"";"0";"0";"г Севастополь ул Спартаковская 14-А";"0,0";"1,0";"1,0";"1,0";
"16,0";"08,04,2020";"Ленинский";"060000819";"Столкновение";"";"0";"0";"г Севастополь ул Хрусталева 105";"0,0";"4,0";"2,0";"4,0";
"17,0";"03,04,2020";"Нахимовский";"060000802";"Столкновение";"";"0";"0";"г Севастополь ул Розы Люксембург 101";"0,0";"1,0";"2,0";"3,0";
"18,0";"01,04,2020";"Ленинский";"060000792";"Наезд на пешехода";"";"0";"0";"г Севастополь ул Павла Силаева 7";"0,0";"1,0";"1,0";"2,0";
